0.481343,0.597168,0,1
0.451493,0.563044,0,1
0.466418,0.627026,0,1
0.481343,0.597168,0,1
0.485075,0.601433,0,1
0.481343,0.644088,0,1
0.485075,0.62276,0,1
0.485075,0.592902,0,1
0.481343,0.588637,0,1
0.503731,0.601433,0,1
0.496269,0.614229,0,1
0.425373,0.571575,0,1
0.473881,0.601433,0,1
0.41791,0.563044,0,1
0.470149,0.580106,0,1
0.488806,0.627026,0,1
0.477612,0.61423,0,1
0.466418,0.635557,0,1
0.485075,0.627026,0,1
0.455224,0.567309,0,1
0.462687,0.57584,0,1
0.473881,0.558778,0,1
0.5,0.597168,0,1
0.481343,0.588637,0,1
0.473881,0.592902,0,1
0.462687,0.635557,0,1
0.470149,0.605699,0,1
0.197761,0.251664,0,1
0.477612,0.652619,0,1
0.447761,0.558778,0,1
0.477612,0.61423,0,1
0.462687,0.580106,0,1
0.455224,0.541716,0,1
0.537313,0.57584,0,1
0.470149,0.580106,0,1
0.492537,0.622761,0,1
0.481343,0.584371,0,1
0,0.0511858,0,1
0.39815,0.550297,0,1
0.432836,0.609964,0,1
0.485075,0.567309,0,1
0.451493,0.567309,0,1
0.485075,0.57584,0,1
0.477612,0.618495,0,1
0.481343,0.622761,0,1
0.574627,0.609964,0,1
0.466418,0.588637,0,1
0.473881,0.656884,0,1
0.470149,0.580106,0,1
0.470149,0.597168,0,1
0.414179,0.52892,0,1
0.492537,0.61423,0,1
0.477612,0.597168,0,1
0.488806,0.597168,0,1
0.432836,0.571575,0,1
0.473881,0.580106,0,1
0.44403,0.571575,0,1
0.507463,0.597167,0,1
0.492537,0.592902,0,1
0.462687,0.57584,0,1
0.485075,0.597168,0,1
0.485075,0.631292,0,1
0.466418,0.580106,0,1
0.44403,0.567309,0,1
0.507463,0.584371,0,1
0.485075,0.622761,0,1
0.492537,0.580106,0,1
0.477612,0.601433,0,1
0.496269,0.588637,0,1
0.470149,0.563044,0,1
0.458955,0.57584,0,1
0.466418,0.584371,0,1
0.455224,0.584371,0,1
0.481343,0.588637,0,1
0.470149,0.592902,0,1
0.466418,0.588637,0,1
0.477612,0.61423,0,1
0.507463,0.592902,0,1
0.451493,0.601433,0,1
0.496269,0.597168,0,1
0.470149,0.580106,0,1
0.488806,0.631292,0,1
0.473881,0.592902,0,1
0.485075,0.57584,0,1
0.473881,0.592902,0,1
0.466418,0.580106,0,1
0.425373,0.571575,0,1
0.399254,0.567309,0,1
0.436567,0.545982,0,1
0.477612,0.592902,0,1
0.481343,0.609964,0,1
0.488806,0.597168,0,1
0.38806,0.57584,0,1
0.410448,0.567309,0,1
0.5,0.605699,0,1
0.470149,0.631291,0,1
0.477612,0.631292,0,1
0.503731,0.635557,0,1
0.488806,0.57584,0,1
0.481343,0.584371,0,1
0.473881,0.601433,0,1
0.485075,0.627026,0,1
