0.571548,0.388356,0.570082,0.582903,0,0,0.000260383,0.0045567,0.874626,1,0.0372347,0.0260383,0.0520766,0.0567634,0.0262987,0.0110663,0.00247364,0.000520766,1
0.534936,0.341972,0.534728,0.549594,0,0,0.0105541,0.912618,1,0.123545,0.0325935,0.0541673,0.0391122,0.0186249,0.00232811,0,0,0,1
0.581519,0.398292,0.552405,0.612048,0,0,0.0215852,0.73912,1,0.0735755,0.0215852,0.0206568,0.0184519,0.00673088,0.000348149,0,0,0,1
0.569289,0.387131,0.570082,0.582903,0.000131839,0,0.000131839,0.0365194,1,0.831378,0.0435069,0.0768622,0.0529993,0.0329598,0.00936058,0.00461437,0.00659196,0.00145023,1
0.578195,0.393986,0.574502,0.587066,0.000415628,0.000138543,0.000277085,0.0266002,0.935301,1,0.0440565,0.1445,0.0598504,0.02757,0.0110834,0.00304794,0.000138543,0,1
0.59606,0.418289,0.570082,0.628702,0.000169578,0.000254367,0.00161099,0.266831,1,0.104799,0.0232322,0.025691,0.0283195,0.0135662,0.00195014,8.47889e-05,0,0,1
0.58879,0.40574,0.574501,0.607884,0,0,0,0.00601708,1,0.485151,0.0577446,0.0662849,0.00902562,0.00310559,0,0,0,0,1
0.57456,0.389441,0.574502,0.578739,0.00029961,0,0.000399481,0.016179,0.367123,1,0.0372516,0.0526316,0.0613203,0.0379507,0.0154799,0.0112853,0.00239688,0.000499351,1
0.57243,0.382372,0.570082,0.574575,0.000554324,0.0014782,0.00489653,0.185421,1,0.185237,0.0399113,0.0398189,0.00535846,0.000277162,9.23873e-05,0,0,0,1
0.590295,0.404705,0.596598,0.587066,0,0,0.000121773,0.0142474,0.768022,1,0.0893814,0.112884,0.0448125,0.00389674,0,0,0,0,1
0.597383,0.407836,0.587759,0.599557,0.00028656,0.00028656,0.000573121,0.00515809,0.305664,1,0.118731,0.139364,0.0333365,0.00487153,0.000573121,0,0,0,1
0.532623,0.335331,0.503794,0.557921,0.000351865,0.000351865,0.000586441,0.0175932,0.487802,1,0.0898428,0.0204082,0.0050434,0.00117288,0,0,0,0,1
