0.388937,0,1
0.364023,0,1
0.395722,0,1
0.3874,0,1
0.393461,0,1
0.405618,0,1
0.40067,0,1
0.390987,0,1
0.389538,0,1
0.401695,0,1
0.406518,0,1
0.362449,0,1
0.3877,0,1
0.354939,0,1
0.379254,0,1
0.405706,0,1
0.392648,0,1
0.399221,0,1
0.398321,0,1
0.364447,0,1
0.376568,0,1
0.372769,0,1
0.395122,0,1
0.386976,0,1
0.385739,0,1
0.394397,0,1
0.388725,0,1
0.168094,0,1
0.406342,0,1
0.363086,0,1
0.392648,0,1
0.37883,0,1
0.360612,0,1
0.411554,0,1
0.37413,0,1
0.400582,0,1
0.384714,0,1
0.0085343,0,1
0.346369,0,1
0.382116,0,1
0.380491,0,1
0.366797,0,1
0.382965,0,1
0.394397,0,1
0.395334,0,1
0.448377,0,1
0.380491,0,1
0.404805,0,1
0.377717,0,1
0.383689,0,1
0.355591,0,1
0.398108,0,1
0.3877,0,1
0.391411,0,1
0.371071,0,1
0.381003,0,1
0.36556,0,1
0.40938,0,1
0.387312,0,1
0.374518,0,1
0.38915,0,1
0.399045,0,1
0.376992,0,1
0.363298,0,1
0.393373,0,1
0.396059,0,1
0.38975,0,1
0.387913,0,1
0.402171,0,1
0.371744,0,1
0.376356,0,1
0.378742,0,1
0.376056,0,1
0.384926,0,1
0.38399,0,1
0.381003,0,1
0.392136,0,1
0.412242,0,1
0.381303,0,1
0.396959,0,1
0.378229,0,1
0.401819,0,1
0.384714,0,1
0.377841,0,1
0.386251,0,1
0.378017,0,1
0.362449,0,1
0.359727,0,1
0.366936,0,1
0.386463,0,1
0.393673,0,1
0.391924,0,1
0.355415,0,1
0.373457,0,1
0.397084,0,1
0.396147,0,1
0.398108,0,1
0.409541,0,1
0.380103,0,1
0.385739,0,1
0.38975,0,1
0.397808,0,1
0.396871,0,1
0.399133,0,1
0.369058,0,1
0.382965,0,1
0.379254,0,1
0.382804,0,1
0.385314,0,1
0.391111,0,1
0.377505,0,1
0.491971,0,1
0.401783,0,1
0.385739,0,1
0.383053,0,1
0.394185,0,1
0.385651,0,1
0.391623,0,1
0.383177,0,1
0.375419,0,1
0.399345,0,1
0.399557,0,1
0.360715,0,1
0.38033,0,1
0.393461,0,1
0.365135,0,1
0.402844,0,1
0.369783,0,1
0.370808,0,1
0.403869,0,1
0.526496,0,1
0.383477,0,1
0.384714,0,1
0.391924,0,1
0.36927,0,1
0.373794,0,1
0.3871,0,1
0.369607,0,1
0.389237,0,1
0.400158,0,1
0.458397,0,1
0.358826,0,1
0.39461,0,1
0.400794,0,1
0.382028,0,1
0.400794,0,1
0.388813,0,1
0.456508,0,2
0.437318,0,2
0.459458,0,2
0.452197,0,2
0.443539,0,2
0.458982,0,2
0.432582,0,2
0.427122,0,2
0.457533,0,2
0.467817,0,2
0.453486,0,2
0.448838,0,2
0.464106,0,2
0.457958,0,2
0.444651,0,2
0.467429,0,2
0.445076,0,2
0.453698,0,2
0.444351,0,2
0.444351,0,2
0.437442,0,2
0.452285,0,2
0.434668,0,2
0.441665,0,2
0.450536,0,2
0.455784,0,2
0.455235,0,2
0.457497,0,2
0.446401,0,2
0.439528,0,2
0.483085,0,2
0.476475,0,2
0.492058,0,2
0.467729,0,2
0.443239,0,2
0.462781,0,2
0.384253,0,2
0.469991,0,2
0.48782,0,2
0.449175,0,2
0.453222,0,2
0.456472,0,2
0.445164,0,2
0.030675,0,2
0.434243,0,2
0.433431,0,2
0.0348982,0,2
0.445588,0,2
0.451737,0,2
0.432706,0,2
0.437566,0,2
0.438891,0,2
0.485771,0,2
0.471015,0,2
0.477925,0,2
0.427561,0,2
0.444366,0,2
0.444439,0,2
0.424048,0,2
0.432406,0,2
0.468241,0,2
0.4769,0,2
0.453398,0,2
0.470715,0,2
0.481848,0,2
0.538726,0,2
0.449687,0,2
0.491795,0,2
