0.388937,0.384883,0,1
0.364023,0.338914,0,1
0.395722,0.39473,0,1
0.3874,0.383669,0,1
0.393461,0.390463,0,1
0.405618,0.414549,0,1
0.40067,0.402112,0,1
0.390987,0.385959,0,1
0.389538,0.378952,0,1
0.401695,0.401086,0,1
0.406518,0.404189,0,1
0.362449,0.332332,0,1
0.3877,0.381417,0,1
0.354939,0.320984,0,1
0.379254,0.366953,0,1
0.405706,0.403551,0,1
0.392648,0.392002,0,1
0.399221,0.40026,0,1
0.398321,0.401411,0,1
0.364447,0.337162,0,1
0.376568,0.360985,0,1
0.372769,0.339064,0,1
0.395122,0.39438,0,1
0.386976,0.380191,0,1
0.385739,0.376625,0,1
0.394397,0.393954,0,1
0.388725,0.381267,0,1
0.168094,0.0609587,0,1
0.406342,0.41595,0,1
0.363086,0.335748,0,1
0.392648,0.390576,0,1
0.37883,0.359146,0,1
0.360612,0.334097,0,1
0.411554,0.414161,0,1
0.37413,0.355843,0,1
0.400582,0.404977,0,1
0.384714,0.377025,0,1
0.0085343,0,0,1
0.346369,0.24456,0,1
0.382116,0.356881,0,1
0.380491,0.369443,0,1
0.366797,0.343843,0,1
0.382965,0.372471,0,1
0.394397,0.39448,0,1
0.395334,0.393016,0,1
0.448377,0.443577,0,1
0.380491,0.368117,0,1
0.404805,0.411634,0,1
0.377717,0.364989,0,1
0.383689,0.375149,0,1
0.355591,0.283923,0,1
0.398108,0.401174,0,1
0.3877,0.381792,0,1
0.391411,0.386735,0,1
0.371071,0.344369,0,1
0.381003,0.366503,0,1
0.36556,0.340127,0,1
0.40938,0.409532,0,1
0.387312,0.384558,0,1
0.374518,0.358107,0,1
0.38915,0.385646,0,1
0.399045,0.403588,0,1
0.376992,0.361285,0,1
0.363298,0.337437,0,1
0.393373,0.392077,0,1
0.396059,0.396694,0,1
0.38975,0.38487,0,1
0.387913,0.381505,0,1
0.402171,0.395406,0,1
0.371744,0.352277,0,1
0.376356,0.358996,0,1
