0.597168,0,1
0.563044,0,1
0.627026,0,1
0.597168,0,1
0.601433,0,1
0.644088,0,1
0.62276,0,1
0.592902,0,1
0.588637,0,1
0.601433,0,1
0.614229,0,1
0.571575,0,1
0.601433,0,1
0.563044,0,1
0.580106,0,1
0.627026,0,1
0.61423,0,1
0.635557,0,1
0.627026,0,1
0.567309,0,1
0.57584,0,1
0.558778,0,1
0.597168,0,1
0.588637,0,1
0.592902,0,1
0.635557,0,1
0.605699,0,1
0.251664,0,1
0.652619,0,1
0.558778,0,1
0.61423,0,1
0.580106,0,1
0.541716,0,1
0.57584,0,1
0.580106,0,1
0.622761,0,1
0.584371,0,1
0.0511858,0,1
0.550297,0,1
0.609964,0,1
0.567309,0,1
0.567309,0,1
0.57584,0,1
0.618495,0,1
0.622761,0,1
0.609964,0,1
0.588637,0,1
0.656884,0,1
0.580106,0,1
0.597168,0,1
0.52892,0,1
0.61423,0,1
0.597168,0,1
0.597168,0,1
0.571575,0,1
0.580106,0,1
0.571575,0,1
0.597167,0,1
0.592902,0,1
0.57584,0,1
0.597168,0,1
0.631292,0,1
0.580106,0,1
0.567309,0,1
0.584371,0,1
0.622761,0,1
0.580106,0,1
0.601433,0,1
0.588637,0,1
0.563044,0,1
0.57584,0,1
0.584371,0,1
0.584371,0,1
0.588637,0,1
0.592902,0,1
0.588637,0,1
0.61423,0,1
0.592902,0,1
0.601433,0,1
0.597168,0,1
0.580106,0,1
0.631292,0,1
0.592902,0,1
0.57584,0,1
0.592902,0,1
0.580106,0,1
0.571575,0,1
0.567309,0,1
0.545982,0,1
0.592902,0,1
0.609964,0,1
0.597168,0,1
0.57584,0,1
0.567309,0,1
0.605699,0,1
0.631291,0,1
0.631292,0,1
0.635557,0,1
0.57584,0,1
0.584371,0,1
0.601433,0,1
0.627026,0,1
0.627026,0,1
0.648353,0,1
0.554513,0,1
0.588637,0,1
0.567309,0,1
0.571575,0,1
0.588637,0,1
0.601433,0,1
0.571575,0,1
0.799714,0,1
0.584371,0,1
0.601433,0,1
0.563044,0,1
0.609964,0,1
0.580106,0,1
0.622761,0,1
0.584371,0,1
0.584371,0,1
0.627026,0,1
0.631292,0,1
0.524654,0,1
0.554513,0,1
0.592902,0,1
0.52892,0,1
0.644088,0,1
0.580106,0,1
0.584371,0,1
0.622761,0,1
0.836035,0,1
0.571575,0,1
0.597168,0,1
0.609964,0,1
0.571575,0,1
0.571575,0,1
0.588637,0,1
0.567309,0,1
0.605698,0,1
0.644088,0,1
0.74646,0,1
0.550247,0,1
0.618495,0,1
0.635557,0,1
0.588637,0,1
0.639822,0,1
0.592902,0,1
0.70807,0,2
0.644088,0,2
0.703805,0,2
0.669681,0,2
0.695274,0,2
0.691008,0,2
0.627026,0,2
0.627026,0,2
0.695274,0,2
0.720867,0,2
0.695274,0,2
0.656884,0,2
0.66115,0,2
0.703805,0,2
0.678212,0,2
