0.384883,0,0,0,0,0,0,0,0,0.000345066,0.000690131,0.00120773,0.00414079,0.0286404,0.216529,0.913906,1,0.29158,0.0336439,0.0219117,0.0150104,0.0124224,0.00845411,0.0141477,0.0119048,0.021049,0.0125949,0.0353692,0.0386473,0.0182885,0.0182885,0.0170807,0.00983437,0.00793651,0.00690131,0.00276052,0.00500345,0.00172533,0.00155279,0,0.000345066,1
0.338914,0,0,0,0,0,0,0,0,0.0256992,0.263416,0.958806,1,0.888511,0.793273,0.753212,0.212774,0.0589569,0.0291005,0.0291005,0.0283447,0.0219199,0.0219199,0.0468632,0.0631141,0.0245654,0.0483749,0.0222978,0.0340136,0.00604686,0.00529101,0.00302343,0.00226757,0.000377929,0,0,0,0,0,0,0,1
0.39473,0,0,0,0,0,0,0,0.000437733,0.0402714,0.107244,0.355001,0.931714,1,0.60626,0.279711,0.0820749,0.0354563,0.02123,0.0148829,0.0155395,0.0102867,0.00919238,0.0133508,0.016415,0.00919238,0.0124754,0.013132,0.00809805,0.00437733,0.000218866,0.000656599,0,0,0,0,0,0,0,0,0,1
0.383669,0.00020829,0,0,0,0,0,0,0,0.00020829,0,0.00562383,0.0520725,0.151427,0.428452,1,0.890856,0.327432,0.0951885,0.0245782,0.0166632,0.0274943,0.0247865,0.0483233,0.0483233,0.0231202,0.0227036,0.0379088,0.0354093,0.00687357,0.00978963,0.00874818,0.00291606,0.00312435,0.00249948,0.00187461,0.00291606,0.00499896,0.0020829,0.00333264,0.00083316,1
0.390463,0.000608149,0,0,0,0,0.000202716,0.000405433,0,0,0.000608149,0.00425704,0.0340564,0.121427,0.348672,0.898439,1,0.393473,0.0697344,0.0206771,0.0225015,0.0212852,0.0531117,0.0810866,0.0772349,0.0342591,0.0261504,0.027164,0.0235151,0.0036489,0.0131766,0.00405433,0.012163,0,0.00162173,0.00202716,0.000810866,0.000202716,0,0,0,1
0.414549,0.000169062,0,0.000169062,0,0,0.000507185,0.000676247,0.000338123,0.0021978,0.0123415,0.0769231,0.442773,1,0.67743,0.316484,0.146238,0.0393914,0.0233305,0.0169062,0.0130178,0.016399,0.00862215,0.021809,0.0207946,0.016568,0.0145393,0.0253593,0.0155537,0.00760778,0.00388842,0.00135249,0.00185968,0.000676247,0.000169062,0,0,0,0,0,0,1
0.402112,0,0,0,0,0,0,0,0,0,0.000198965,0.00218862,0.00994827,0.270394,0.779745,1,0.700159,0.224234,0.0702348,0.0473538,0.0374055,0.0336251,0.040191,0.0618782,0.0338241,0.00676482,0.00577,0.00596896,0.00318345,0.00278552,0.000397931,0,0,0,0,0,0,0,0,0,0,1
0.385959,0.000672646,0,0,0,0,0,0.000224215,0,0.000672646,0,0.00313901,0.0331839,0.102242,0.154036,0.567937,1,0.953587,0.29148,0.0432735,0.0237668,0.0165919,0.0269058,0.0300448,0.0612108,0.0558296,0.0269058,0.0549327,0.0253363,0.0394619,0.0204036,0.0118834,0.0215247,0.00134529,0.0109865,0.00538117,0.00896861,0.00403587,0.00044843,0.000896861,0.000896861,1
0.378952,0.0007724,0.000257467,0.000514933,0.000257467,0.0015448,0.0023172,0.00283213,0.0046344,0.0061792,0.011586,0.0576725,0.447477,1,0.870494,0.916323,0.403965,0.0710608,0.0411946,0.046344,0.0368177,0.0280639,0.0504634,0.0370752,0.0234295,0.0108136,0.00283213,0.00128733,0,0.000257467,0.000514933,0.000257467,0,0,0,0,0,0,0,0,0,1
0.401086,0,0,0,0,0,0,0,0,0.000199124,0.000597372,0.00438072,0.0183194,0.110315,0.363401,0.782158,1,0.520311,0.114894,0.0591398,0.0473915,0.0396256,0.0549582,0.0647153,0.0649144,0.0457985,0.0155317,0.0119474,0.00457985,0.00139387,0.000398248,0,0,0,0,0,0,0,0,0,0,1
0.404189,0,0.000656168,0,0.000218723,0.000437445,0,0.000656168,0,0.000656168,0.00218723,0.0019685,0.00765529,0.0297463,0.124234,0.545932,1,0.893045,0.396763,0.161855,0.0498688,0.0601487,0.121172,0.122922,0.0750219,0.0444007,0.0168416,0.0150919,0.00831146,0.00240595,0.000437445,0.000437445,0.000874891,0,0,0,0,0,0,0,0,1
0.332332,0,0.000717189,0,0,0.000239063,0.000478126,0.000478126,0.000478126,0.000239063,0.00119531,0.00334688,0.0313172,0.114033,0.285202,0.595028,1,0.767631,0.270619,0.123356,0.0454219,0.0143438,0.0105188,0.0138656,0.0172125,0.00334688,0.00382501,0.00310782,0.00215157,0.000239063,0,0,0,0,0,0,0,0,0,0,0,1
0.381417,0,0,0,0,0,0,0,0,0,0.000272072,0.00217657,0.0167324,0.124609,0.492042,1,0.309618,0.0424432,0.0202694,0.018773,0.0159162,0.0160522,0.0168685,0.0297919,0.0217657,0.00544144,0.00639369,0.0034009,0.00163243,0.000544144,0,0,0.000136036,0,0,0,0,0,0,0,0,1
0.320984,0.000231428,0,0.000231428,0.000462856,0.000462856,0.000231428,0.000462856,0.000231428,0.000694284,0.000925712,0.000462856,0.00138857,0.00624855,0.0717427,0.229114,0.820643,1,0.571396,0.261051,0.0564684,0.0134228,0.00717427,0.0152742,0.0182828,0.00786855,0.00647998,0.0127285,0.000925712,0.00185142,0,0,0,0,0,0,0,0,0,0,0,1
0.366953,0,0,0,0,0,0,0,0,0.000235516,0.0127179,0.0499293,0.163683,0.336081,0.345737,0.715968,1,0.519077,0.0581724,0.0362694,0.0277909,0.037918,0.0346208,0.0767781,0.102214,0.0273198,0.0263778,0.0171927,0.00635893,0.00141309,0.000706547,0,0,0,0,0,0,0,0,0,0,1
0.403551,0,0.000432807,0.000216403,0.000432807,0.000432807,0.00108202,0.00108202,0.00129842,0.00324605,0.00367886,0.0272668,0.114261,0.526077,0.824281,1,0.522181,0.175287,0.0644882,0.0426315,0.0400346,0.0517204,0.0495564,0.078338,0.07401,0.0175287,0.00324605,0.00389526,0.00173123,0.000865614,0.00108202,0.00216403,0,0.000432807,0.000216403,0,0,0,0,0,0,1
0.392002,0,0,0,0,0,0,0,0,0,0.0003663,0.0040293,0.0295482,0.105983,0.367888,1,0.284249,0.0227106,0.00989011,0.0100122,0.010989,0.00854701,0.00927961,0.0175824,0.0223443,0.0114774,0.0240537,0.020757,0.0199023,0.00952381,0.00781441,0.0041514,0.0034188,0.0035409,0.000488401,0.0003663,0.0002442,0,0,0,0,1
0.40026,0,0,0,0,0,0,0,0,0.00175355,0.0127531,0.0846485,0.36681,1,0.590627,0.24741,0.101227,0.0725331,0.0427228,0.0259844,0.0213614,0.0210426,0.0247091,0.0162602,0.0127531,0.00286944,0.00175355,0.00191296,0.000797067,0.000797067,0,0.000159413,0,0,0,0,0,0,0,0,0,1
0.401411,0.000238436,0.000476872,0.000715308,0.000476872,0.00166905,0.00166905,0.00429185,0.00548402,0.0255126,0.10062,0.370052,0.638293,0.839056,1,0.650215,0.101574,0.0348116,0.027897,0.0200286,0.0169289,0.0135908,0.0116834,0.0133524,0.0171674,0.0112065,0.00762995,0.0214592,0.0176443,0.0102527,0.010968,0.00739151,0.00357654,0.00214592,0.00238436,0.00119218,0.00143062,0,0.000715308,0.000715308,0.000238436,1
0.337162,0,0,0,0,0,0,0,0,0,0.000255102,0.00714286,0.0923469,0.286735,0.602041,0.742092,1,0.535714,0.171429,0.0354592,0.0242347,0.0206633,0.00994898,0.017602,0.0137755,0.0112245,0.00663265,0.00663265,0.00510204,0.00153061,0.00153061,0.000510204,0,0,0.00127551,0,0,0,0,0,0,1
